"Date","Season","Sweek","Block","Rotation","Tillage","Cover","NitrateN"
2020-02-13,"2019-20",31,"4","R4","NT","V",5.8
2020-02-13,"2019-20",31,"4","R5","NT","V",8.2
2020-02-27,"2019-20",33,"1","R4","P","B",7.68
2020-02-27,"2019-20",33,"1","R5","P","B",12.13
2020-02-27,"2019-20",33,"2","R4","P","B",10.58
2020-02-27,"2019-20",33,"2","R5","P","B",10.09
2020-02-27,"2019-20",33,"3","R4","P","B",13.24
2020-02-27,"2019-20",33,"3","R5","P","B",14.28
2020-02-27,"2019-20",33,"4","R4","P","B",10.07
2020-02-27,"2019-20",33,"4","R5","P","B",11.35
2020-02-27,"2019-20",33,"1","R4","P","Ref",0.25
2020-02-27,"2019-20",33,"1","R5","P","Ref",0.23
2020-02-27,"2019-20",33,"2","R4","P","Ref",0.75
2020-02-27,"2019-20",33,"2","R5","P","Ref",4.4
2020-02-27,"2019-20",33,"3","R4","P","Ref",6.05
2020-02-27,"2019-20",33,"3","R5","P","Ref",12.5
2020-02-27,"2019-20",33,"4","R4","P","Ref",3.64
2020-02-27,"2019-20",33,"4","R5","P","Ref",2.45
2020-02-27,"2019-20",33,"1","R4","P","V",5.5
2020-02-27,"2019-20",33,"1","R5","P","V",10.4
2020-02-27,"2019-20",33,"2","R4","P","V",4.14
2020-02-27,"2019-20",33,"2","R5","P","V",8.15
2020-02-27,"2019-20",33,"3","R4","P","V",6.48
2020-02-27,"2019-20",33,"3","R5","P","V",12.3
2020-02-27,"2019-20",33,"4","R4","P","V",8.25
2020-02-27,"2019-20",33,"4","R5","P","V",5.62
2020-02-27,"2019-20",33,"1","R4","H","B",10.4
2020-02-27,"2019-20",33,"1","R5","H","B",12.05
2020-02-27,"2019-20",33,"2","R4","H","B",10.23
2020-02-27,"2019-20",33,"2","R5","H","B",12.18
2020-02-27,"2019-20",33,"3","R4","H","B",10.25
2020-02-27,"2019-20",33,"3","R5","H","B",10.57
2020-02-27,"2019-20",33,"4","R4","H","B",8.56
2020-02-27,"2019-20",33,"4","R5","H","B",9.86
2020-02-27,"2019-20",33,"1","R4","H","Ref",0.31
2020-02-27,"2019-20",33,"1","R5","H","Ref",4.71
2020-02-27,"2019-20",33,"2","R4","H","Ref",0.23
2020-02-27,"2019-20",33,"2","R5","H","Ref",0.37
2020-02-27,"2019-20",33,"3","R4","H","Ref",0.78
2020-02-27,"2019-20",33,"3","R5","H","Ref",0.54
2020-02-27,"2019-20",33,"4","R4","H","Ref",1.18
2020-02-27,"2019-20",33,"4","R5","H","Ref",3.57
2020-02-27,"2019-20",33,"1","R4","H","V",12.68
2020-02-27,"2019-20",33,"1","R5","H","V",14.06
2020-02-27,"2019-20",33,"2","R4","H","V",5.48
2020-02-27,"2019-20",33,"2","R5","H","V",6.99
2020-02-27,"2019-20",33,"3","R4","H","V",6.66
2020-02-27,"2019-20",33,"3","R5","H","V",10.86
2020-02-27,"2019-20",33,"4","R4","H","V",5.05
2020-02-27,"2019-20",33,"4","R5","H","V",9.05
2020-02-27,"2019-20",33,"1","R4","NT","B",9.83
2020-02-27,"2019-20",33,"1","R5","NT","B",12.48
2020-02-27,"2019-20",33,"2","R4","NT","B",10.16
2020-02-27,"2019-20",33,"2","R5","NT","B",9.65
2020-02-27,"2019-20",33,"3","R4","NT","B",11.2
2020-02-27,"2019-20",33,"3","R5","NT","B",9.42
2020-02-27,"2019-20",33,"4","R4","NT","B",9.7
2020-02-27,"2019-20",33,"4","R5","NT","B",9.3
2020-02-27,"2019-20",33,"1","R4","NT","Ref",1.32
2020-02-27,"2019-20",33,"1","R5","NT","Ref",1.86
2020-02-27,"2019-20",33,"2","R4","NT","Ref",0.18
2020-02-27,"2019-20",33,"2","R5","NT","Ref",0.17
2020-02-27,"2019-20",33,"3","R4","NT","Ref",0.23
2020-02-27,"2019-20",33,"3","R5","NT","Ref",0.36
2020-02-27,"2019-20",33,"4","R4","NT","Ref",0.54
2020-02-27,"2019-20",33,"4","R5","NT","Ref",2.36
2020-02-27,"2019-20",33,"1","R4","NT","V",12.91
2020-02-27,"2019-20",33,"1","R5","NT","V",4.32
2020-02-27,"2019-20",33,"2","R4","NT","V",4.39
2020-02-27,"2019-20",33,"2","R5","NT","V",9.71
2020-02-27,"2019-20",33,"3","R4","NT","V",6.06
2020-02-27,"2019-20",33,"3","R5","NT","V",12.64
2020-02-27,"2019-20",33,"4","R4","NT","V",10.22
2020-02-27,"2019-20",33,"4","R5","NT","V",7.58
2020-03-23,"2019-20",36,"1","R4","P","B",6.2
2020-03-23,"2019-20",36,"1","R5","P","B",9.2
2020-03-23,"2019-20",36,"2","R4","P","B",9.1
2020-03-23,"2019-20",36,"2","R5","P","B",9
2020-03-23,"2019-20",36,"3","R4","P","B",11.8
2020-03-23,"2019-20",36,"3","R5","P","B",11.2
2020-03-23,"2019-20",36,"4","R4","P","B",7.1
2020-03-23,"2019-20",36,"4","R5","P","B",8.7
2020-03-23,"2019-20",36,"1","R4","P","Ref",0.1
2020-03-23,"2019-20",36,"1","R5","P","Ref",0.4
2020-03-23,"2019-20",36,"2","R4","P","Ref",0.7
2020-03-23,"2019-20",36,"2","R5","P","Ref",3.5
2020-03-23,"2019-20",36,"3","R4","P","Ref",9.4
2020-03-23,"2019-20",36,"3","R5","P","Ref",10.6
2020-03-23,"2019-20",36,"4","R4","P","Ref",3
2020-03-23,"2019-20",36,"4","R5","P","Ref",2.2
2020-03-23,"2019-20",36,"1","R4","P","V",4.6
2020-03-23,"2019-20",36,"1","R5","P","V",8.8
2020-03-23,"2019-20",36,"2","R4","P","V",3.8
2020-03-23,"2019-20",36,"2","R5","P","V",5.7
2020-03-23,"2019-20",36,"3","R4","P","V",6.9
2020-03-23,"2019-20",36,"3","R5","P","V",11.9
2020-03-23,"2019-20",36,"4","R4","P","V",4.7
2020-03-23,"2019-20",36,"4","R5","P","V",4.3
2020-03-23,"2019-20",36,"1","R4","H","B",9.2
2020-03-23,"2019-20",36,"1","R5","H","B",8.7
2020-03-23,"2019-20",36,"2","R4","H","B",8.8
2020-03-23,"2019-20",36,"2","R5","H","B",9.7
2020-03-23,"2019-20",36,"3","R4","H","B",8.3
2020-03-23,"2019-20",36,"3","R5","H","B",5.5
2020-03-23,"2019-20",36,"4","R4","H","B",6.3
2020-03-23,"2019-20",36,"4","R5","H","B",7.3
2020-03-23,"2019-20",36,"1","R4","H","Ref",0.2
2020-03-23,"2019-20",36,"1","R5","H","Ref",5.4
2020-03-23,"2019-20",36,"2","R4","H","Ref",0.2
2020-03-23,"2019-20",36,"2","R5","H","Ref",0.3
2020-03-23,"2019-20",36,"3","R4","H","Ref",1
2020-03-23,"2019-20",36,"3","R5","H","Ref",0.2
2020-03-23,"2019-20",36,"4","R4","H","Ref",0.8
2020-03-23,"2019-20",36,"4","R5","H","Ref",1.8
2020-03-23,"2019-20",36,"1","R4","H","V",11.1
2020-03-23,"2019-20",36,"1","R5","H","V",11.6
2020-03-23,"2019-20",36,"2","R4","H","V",6
2020-03-23,"2019-20",36,"2","R5","H","V",9.5
2020-03-23,"2019-20",36,"3","R4","H","V",5.6
2020-03-23,"2019-20",36,"3","R5","H","V",8.1
2020-03-23,"2019-20",36,"4","R4","H","V",4.6
2020-03-23,"2019-20",36,"4","R5","H","V",7.6
2020-03-23,"2019-20",36,"1","R4","NT","B",8.4
2020-03-23,"2019-20",36,"1","R5","NT","B",9.9
2020-03-23,"2019-20",36,"2","R4","NT","B",9.4
2020-03-23,"2019-20",36,"2","R5","NT","B",8.7
2020-03-23,"2019-20",36,"3","R4","NT","B",9.9
2020-03-23,"2019-20",36,"3","R5","NT","B",12.7
2020-03-23,"2019-20",36,"4","R4","NT","B",7.6
2020-03-23,"2019-20",36,"4","R5","NT","B",7.7
2020-03-23,"2019-20",36,"1","R4","NT","Ref",1.5
2020-03-23,"2019-20",36,"1","R5","NT","Ref",2
2020-03-23,"2019-20",36,"2","R4","NT","Ref",0.2
2020-03-23,"2019-20",36,"2","R5","NT","Ref",0.1
2020-03-23,"2019-20",36,"3","R4","NT","Ref",0.2
2020-03-23,"2019-20",36,"3","R5","NT","Ref",0.5
2020-03-23,"2019-20",36,"4","R4","NT","Ref",0.9
2020-03-23,"2019-20",36,"4","R5","NT","Ref",1.9
2020-03-23,"2019-20",36,"1","R4","NT","V",11
2020-03-23,"2019-20",36,"1","R5","NT","V",3
2020-03-23,"2019-20",36,"2","R4","NT","V",3.3
2020-03-23,"2019-20",36,"2","R5","NT","V",7.9
2020-03-23,"2019-20",36,"3","R4","NT","V",10.1
2020-03-23,"2019-20",36,"3","R5","NT","V",9.5
2020-03-23,"2019-20",36,"4","R4","NT","V",8.2
2020-03-23,"2019-20",36,"4","R5","NT","V",6
2020-10-07,"2020-21",13,"1","R4","P","B",7.1
2020-10-07,"2020-21",13,"1","R5","P","B",10.2
2020-10-07,"2020-21",13,"2","R4","P","B",8.7
2020-10-07,"2020-21",13,"2","R5","P","B",11.1
2020-10-07,"2020-21",13,"3","R4","P","B",10.8
2020-10-07,"2020-21",13,"3","R5","P","B",11.6
2020-10-07,"2020-21",13,"4","R4","P","B",7.1
2020-10-07,"2020-21",13,"4","R5","P","B",10.1
2020-10-07,"2020-21",13,"1","R4","P","Ref",1.4
2020-10-07,"2020-21",13,"1","R5","P","Ref",1.7
2020-10-07,"2020-21",13,"2","R4","P","Ref",0.8
2020-10-07,"2020-21",13,"2","R5","P","Ref",6.1
2020-10-07,"2020-21",13,"3","R5","P","Ref",10.6
2020-10-07,"2020-21",13,"4","R4","P","Ref",3.7
2020-10-07,"2020-21",13,"4","R5","P","Ref",3.4
2020-10-07,"2020-21",13,"1","R4","P","V",5.6
2020-10-07,"2020-21",13,"1","R5","P","V",10.3
2020-10-07,"2020-21",13,"2","R4","P","V",5.1
2020-10-07,"2020-21",13,"2","R5","P","V",8
2020-10-07,"2020-21",13,"3","R4","P","V",9.9
2020-10-07,"2020-21",13,"3","R5","P","V",7.4
2020-10-07,"2020-21",13,"4","R4","P","V",5.9
2020-10-07,"2020-21",13,"4","R5","P","V",5.8
2020-10-07,"2020-21",13,"1","R4","H","B",9.5
2020-10-07,"2020-21",13,"1","R5","H","B",10
2020-10-07,"2020-21",13,"2","R4","H","B",7.6
2020-10-07,"2020-21",13,"2","R5","H","B",12.1
2020-10-07,"2020-21",13,"3","R4","H","B",9.7
2020-10-07,"2020-21",13,"3","R5","H","B",5.5
2020-10-07,"2020-21",13,"4","R4","H","B",6.6
2020-10-07,"2020-21",13,"4","R5","H","B",9.4
2020-10-07,"2020-21",13,"1","R4","H","Ref",0.1
2020-10-07,"2020-21",13,"1","R5","H","Ref",6.8
2020-10-07,"2020-21",13,"2","R4","H","Ref",0.2
2020-10-07,"2020-21",13,"2","R5","H","Ref",2.1
2020-10-07,"2020-21",13,"3","R4","H","Ref",0.6
2020-10-07,"2020-21",13,"3","R5","H","Ref",0.9
2020-10-07,"2020-21",13,"4","R4","H","Ref",3.6
2020-10-07,"2020-21",13,"4","R5","H","Ref",3.9
2020-10-07,"2020-21",13,"1","R4","H","V",7.2
2020-10-07,"2020-21",13,"1","R5","H","V",10.1
2020-10-07,"2020-21",13,"2","R4","H","V",5.2
2020-10-07,"2020-21",13,"2","R5","H","V",8
2020-10-07,"2020-21",13,"3","R4","H","V",6.2
2020-10-07,"2020-21",13,"3","R5","H","V",9.1
2020-10-07,"2020-21",13,"4","R4","H","V",6.1
2020-10-07,"2020-21",13,"4","R5","H","V",7.3
2020-10-07,"2020-21",13,"1","R4","NT","B",8.3
2020-10-07,"2020-21",13,"1","R5","NT","B",9.4
2020-10-07,"2020-21",13,"2","R4","NT","B",9
2020-10-07,"2020-21",13,"2","R5","NT","B",9.2
2020-10-07,"2020-21",13,"3","R4","NT","B",8.9
2020-10-07,"2020-21",13,"3","R5","NT","B",2.1
2020-10-07,"2020-21",13,"4","R4","NT","B",10.7
2020-10-07,"2020-21",13,"4","R5","NT","B",12
2020-10-07,"2020-21",13,"1","R4","NT","Ref",2.2
2020-10-07,"2020-21",13,"1","R5","NT","Ref",2.8
2020-10-07,"2020-21",13,"2","R4","NT","Ref",0.2
2020-10-07,"2020-21",13,"2","R5","NT","Ref",2.4
2020-10-07,"2020-21",13,"3","R5","NT","Ref",2.1
2020-10-07,"2020-21",13,"4","R4","NT","Ref",1.4
2020-10-07,"2020-21",13,"4","R5","NT","Ref",2.8
2020-10-07,"2020-21",13,"1","R4","NT","V",9.2
2020-10-07,"2020-21",13,"1","R5","NT","V",2.4
2020-10-07,"2020-21",13,"2","R4","NT","V",2.4
2020-10-07,"2020-21",13,"2","R5","NT","V",9.7
2020-10-07,"2020-21",13,"3","R4","NT","V",9.7
2020-10-07,"2020-21",13,"3","R5","NT","V",4.6
2020-10-07,"2020-21",13,"4","R4","NT","V",8.6
2020-10-07,"2020-21",13,"4","R5","NT","V",7.9
2020-10-21,"2020-21",15,"1","R4","P","B",7.4
2020-10-21,"2020-21",15,"1","R5","P","B",10
2020-10-21,"2020-21",15,"2","R4","P","B",8.8
2020-10-21,"2020-21",15,"2","R5","P","B",9.5
2020-10-21,"2020-21",15,"3","R4","P","B",10.5
2020-10-21,"2020-21",15,"3","R5","P","B",11.2
2020-10-21,"2020-21",15,"4","R4","P","B",6.7
2020-10-21,"2020-21",15,"4","R5","P","B",10
2020-10-21,"2020-21",15,"1","R4","P","Ref",1.9
2020-10-21,"2020-21",15,"1","R5","P","Ref",1.8
2020-10-21,"2020-21",15,"2","R4","P","Ref",1
2020-10-21,"2020-21",15,"2","R5","P","Ref",6.1
2020-10-21,"2020-21",15,"3","R5","P","Ref",3.3
2020-10-21,"2020-21",15,"4","R4","P","Ref",5.2
2020-10-21,"2020-21",15,"4","R5","P","Ref",3.5
2020-10-21,"2020-21",15,"1","R4","P","V",5.8
2020-10-21,"2020-21",15,"1","R5","P","V",10.1
2020-10-21,"2020-21",15,"2","R4","P","V",4
2020-10-21,"2020-21",15,"2","R5","P","V",7.8
2020-10-21,"2020-21",15,"3","R4","P","V",9.7
2020-10-21,"2020-21",15,"3","R5","P","V",7.3
2020-10-21,"2020-21",15,"4","R4","P","V",6
2020-10-21,"2020-21",15,"4","R5","P","V",5.9
2020-10-21,"2020-21",15,"1","R4","H","B",9.4
2020-10-21,"2020-21",15,"1","R5","H","B",9.5
2020-10-21,"2020-21",15,"2","R4","H","B",7.3
2020-10-21,"2020-21",15,"2","R5","H","B",11.3
2020-10-21,"2020-21",15,"3","R4","H","B",10.1
2020-10-21,"2020-21",15,"3","R5","H","B",4.9
2020-10-21,"2020-21",15,"4","R4","H","B",7.1
2020-10-21,"2020-21",15,"4","R5","H","B",9.1
2020-10-21,"2020-21",15,"1","R4","H","Ref",0.9
2020-10-21,"2020-21",15,"1","R5","H","Ref",7.1
2020-10-21,"2020-21",15,"2","R4","H","Ref",0.6
2020-10-21,"2020-21",15,"2","R5","H","Ref",2.6
2020-10-21,"2020-21",15,"3","R4","H","Ref",1.2
2020-10-21,"2020-21",15,"3","R5","H","Ref",1.5
2020-10-21,"2020-21",15,"4","R4","H","Ref",4.3
2020-10-21,"2020-21",15,"4","R5","H","Ref",4.8
2020-10-21,"2020-21",15,"1","R4","H","V",7
2020-10-21,"2020-21",15,"1","R5","H","V",9.8
2020-10-21,"2020-21",15,"2","R4","H","V",4.6
2020-10-21,"2020-21",15,"2","R5","H","V",7.9
2020-10-21,"2020-21",15,"3","R4","H","V",6.2
2020-10-21,"2020-21",15,"3","R5","H","V",8.6
2020-10-21,"2020-21",15,"4","R4","H","V",6.1
2020-10-21,"2020-21",15,"4","R5","H","V",7
2020-10-21,"2020-21",15,"1","R4","NT","B",9
2020-10-21,"2020-21",15,"1","R5","NT","B",8.8
2020-10-21,"2020-21",15,"2","R4","NT","B",10.2
2020-10-21,"2020-21",15,"2","R5","NT","B",8.9
2020-10-21,"2020-21",15,"3","R4","NT","B",8.6
2020-10-21,"2020-21",15,"3","R5","NT","B",2.6
2020-10-21,"2020-21",15,"4","R4","NT","B",10.1
2020-10-21,"2020-21",15,"4","R5","NT","B",11.7
2020-10-21,"2020-21",15,"1","R4","NT","Ref",3.1
2020-10-21,"2020-21",15,"1","R5","NT","Ref",2.8
2020-10-21,"2020-21",15,"2","R4","NT","Ref",1.2
2020-10-21,"2020-21",15,"2","R5","NT","Ref",3.4
2020-10-21,"2020-21",15,"3","R4","NT","Ref",0.3
2020-10-21,"2020-21",15,"3","R5","NT","Ref",2.7
2020-10-21,"2020-21",15,"4","R4","NT","Ref",1.9
2020-10-21,"2020-21",15,"4","R5","NT","Ref",3.1
2020-10-21,"2020-21",15,"1","R4","NT","V",9.5
2020-10-21,"2020-21",15,"1","R5","NT","V",3.1
2020-10-21,"2020-21",15,"2","R4","NT","V",3
2020-10-21,"2020-21",15,"2","R5","NT","V",9.1
2020-10-21,"2020-21",15,"3","R4","NT","V",9.5
2020-10-21,"2020-21",15,"3","R5","NT","V",5.9
2020-10-21,"2020-21",15,"4","R4","NT","V",7.9
2020-10-21,"2020-21",15,"4","R5","NT","V",7.6
2020-11-05,"2020-21",17,"1","R4","P","B",14.75
2020-11-05,"2020-21",17,"1","R5","P","B",11.94
2020-11-05,"2020-21",17,"2","R4","P","B",9.98
2020-11-05,"2020-21",17,"2","R5","P","B",9.31
2020-11-05,"2020-21",17,"3","R4","P","B",10.37
2020-11-05,"2020-21",17,"3","R5","P","B",10.74
2020-11-05,"2020-21",17,"4","R4","P","B",7.93
2020-11-05,"2020-21",17,"4","R5","P","B",10.79
2020-11-05,"2020-21",17,"1","R4","P","Ref",5.21
2020-11-05,"2020-21",17,"1","R5","P","Ref",2.13
2020-11-05,"2020-21",17,"2","R4","P","Ref",1.07
2020-11-05,"2020-21",17,"2","R5","P","Ref",6.87
2020-11-05,"2020-21",17,"3","R5","P","Ref",9.93
2020-11-05,"2020-21",17,"4","R4","P","Ref",5.19
2020-11-05,"2020-21",17,"1","R4","P","V",6.21
2020-11-05,"2020-21",17,"1","R5","P","V",9.96
2020-11-05,"2020-21",17,"2","R4","P","V",4.2
2020-11-05,"2020-21",17,"2","R5","P","V",8.89
2020-11-05,"2020-21",17,"3","R4","P","V",10.3
2020-11-05,"2020-21",17,"3","R5","P","V",7.55
2020-11-05,"2020-21",17,"4","R4","P","V",7.02
2020-11-05,"2020-21",17,"4","R5","P","V",6.51
2020-11-05,"2020-21",17,"1","R4","H","B",9.95
2020-11-05,"2020-21",17,"1","R5","H","B",12.57
2020-11-05,"2020-21",17,"2","R4","H","B",7.3
2020-11-05,"2020-21",17,"2","R5","H","B",10.41
2020-11-05,"2020-21",17,"3","R4","H","B",12.86
2020-11-05,"2020-21",17,"3","R5","H","B",6.91
2020-11-05,"2020-21",17,"4","R4","H","B",10.62
2020-11-05,"2020-21",17,"4","R5","H","B",11.9
2020-11-05,"2020-21",17,"1","R4","H","Ref",2.09
2020-11-05,"2020-21",17,"1","R5","H","Ref",7.81
2020-11-05,"2020-21",17,"2","R4","H","Ref",2.62
2020-11-05,"2020-21",17,"2","R5","H","Ref",8.42
2020-11-05,"2020-21",17,"3","R4","H","Ref",4.81
2020-11-05,"2020-21",17,"3","R5","H","Ref",2.37
2020-11-05,"2020-21",17,"4","R4","H","Ref",13.79
2020-11-05,"2020-21",17,"1","R4","H","V",3.8
2020-11-05,"2020-21",17,"1","R5","H","V",9.19
2020-11-05,"2020-21",17,"2","R4","H","V",4.97
2020-11-05,"2020-21",17,"2","R5","H","V",10.22
2020-11-05,"2020-21",17,"3","R4","H","V",6.57
2020-11-05,"2020-21",17,"3","R5","H","V",7.85
2020-11-05,"2020-21",17,"4","R4","H","V",6.7
2020-11-05,"2020-21",17,"1","R4","NT","B",9.49
2020-11-05,"2020-21",17,"1","R5","NT","B",9.5
2020-11-05,"2020-21",17,"2","R4","NT","B",10.81
2020-11-05,"2020-21",17,"2","R5","NT","B",9.25
2020-11-05,"2020-21",17,"3","R4","NT","B",9.14
2020-11-05,"2020-21",17,"3","R5","NT","B",5.56
2020-11-05,"2020-21",17,"4","R4","NT","B",13.31
2020-11-05,"2020-21",17,"1","R4","NT","Ref",9.6
2020-11-05,"2020-21",17,"1","R5","NT","Ref",4.89
2020-11-05,"2020-21",17,"2","R4","NT","Ref",2.07
2020-11-05,"2020-21",17,"2","R5","NT","Ref",4.31
2020-11-05,"2020-21",17,"3","R4","NT","Ref",2.09
2020-11-05,"2020-21",17,"3","R5","NT","Ref",3.34
2020-11-05,"2020-21",17,"4","R4","NT","Ref",3.21
2020-11-05,"2020-21",17,"1","R4","NT","V",28.3
2020-11-05,"2020-21",17,"1","R5","NT","V",3.19
2020-11-05,"2020-21",17,"2","R4","NT","V",17.9
2020-11-05,"2020-21",17,"2","R5","NT","V",10.73
2020-11-05,"2020-21",17,"3","R4","NT","V",10.52
2020-11-05,"2020-21",17,"3","R5","NT","V",7.93
2020-11-05,"2020-21",17,"4","R4","NT","V",7.1
2020-11-26,"2020-21",20,"1","R4","P","B",22.6
2020-11-26,"2020-21",20,"1","R5","P","B",15.69
2020-11-26,"2020-21",20,"2","R4","P","B",15.17
2020-11-26,"2020-21",20,"2","R5","P","B",11.08
2020-11-26,"2020-21",20,"3","R4","P","B",10.7
2020-11-26,"2020-21",20,"3","R5","P","B",11.3
2020-11-26,"2020-21",20,"4","R4","P","B",9.5
2020-11-26,"2020-21",20,"4","R5","P","B",13.9
2020-11-26,"2020-21",20,"1","R4","P","Ref",9.38
2020-11-26,"2020-21",20,"1","R5","P","Ref",2.67
2020-11-26,"2020-21",20,"2","R4","P","Ref",1.48
2020-11-26,"2020-21",20,"2","R5","P","Ref",8.33
2020-11-26,"2020-21",20,"3","R5","P","Ref",10.6
2020-11-26,"2020-21",20,"4","R4","P","Ref",9.52
2020-11-26,"2020-21",20,"4","R5","P","Ref",7.9
2020-11-26,"2020-21",20,"1","R4","P","V",9.04
2020-11-26,"2020-21",20,"1","R5","P","V",11.06
2020-11-26,"2020-21",20,"2","R4","P","V",5.06
2020-11-26,"2020-21",20,"2","R5","P","V",13.21
2020-11-26,"2020-21",20,"3","R4","P","V",11
2020-11-26,"2020-21",20,"3","R5","P","V",8.5
2020-11-26,"2020-21",20,"4","R4","P","V",8
2020-11-26,"2020-21",20,"4","R5","P","V",9.33
2020-11-26,"2020-21",20,"1","R4","H","B",11.83
2020-11-26,"2020-21",20,"1","R5","H","B",19.46
2020-11-26,"2020-21",20,"2","R4","H","B",7.8
2020-11-26,"2020-21",20,"2","R5","H","B",12.41
2020-11-26,"2020-21",20,"3","R4","H","B",22.3
2020-11-26,"2020-21",20,"3","R5","H","B",11.2
2020-11-26,"2020-21",20,"4","R4","H","B",15.8
2020-11-26,"2020-21",20,"4","R5","H","B",20.2
2020-11-26,"2020-21",20,"1","R4","H","Ref",12.86
2020-11-26,"2020-21",20,"1","R5","H","Ref",9.15
2020-11-26,"2020-21",20,"2","R4","H","Ref",4.1
2020-11-26,"2020-21",20,"2","R5","H","Ref",14.53
2020-11-26,"2020-21",20,"3","R4","H","Ref",7.05
2020-11-26,"2020-21",20,"3","R5","H","Ref",4.1
2020-11-26,"2020-21",20,"4","R4","H","Ref",31.5
2020-11-26,"2020-21",20,"4","R5","H","Ref",13.2
2020-11-26,"2020-21",20,"1","R4","H","V",3.69
2020-11-26,"2020-21",20,"1","R5","H","V",11.81
2020-11-26,"2020-21",20,"2","R4","H","V",6.98
2020-11-26,"2020-21",20,"2","R5","H","V",14.71
2020-11-26,"2020-21",20,"3","R4","H","V",7.1
2020-11-26,"2020-21",20,"3","R5","H","V",12.7
2020-11-26,"2020-21",20,"4","R4","H","V",8.6
2020-11-26,"2020-21",20,"4","R5","H","V",8.9
2020-11-26,"2020-21",20,"1","R4","NT","B",13.93
2020-11-26,"2020-21",20,"1","R5","NT","B",11.21
2020-11-26,"2020-21",20,"2","R4","NT","B",11.06
2020-11-26,"2020-21",20,"2","R5","NT","B",10.72
2020-11-26,"2020-21",20,"3","R4","NT","B",10.4
2020-11-26,"2020-21",20,"3","R5","NT","B",7.5
2020-11-26,"2020-21",20,"4","R4","NT","B",19.5
2020-11-26,"2020-21",20,"4","R5","NT","B",9.8
2020-11-26,"2020-21",20,"1","R4","NT","Ref",14.84
2020-11-26,"2020-21",20,"1","R5","NT","Ref",6.59
2020-11-26,"2020-21",20,"2","R4","NT","Ref",3.42
2020-11-26,"2020-21",20,"2","R5","NT","Ref",6
2020-11-26,"2020-21",20,"3","R4","NT","Ref",4.48
2020-11-26,"2020-21",20,"3","R5","NT","Ref",4.5
2020-11-26,"2020-21",20,"4","R4","NT","Ref",10.87
2020-11-26,"2020-21",20,"4","R5","NT","Ref",8
2020-11-26,"2020-21",20,"1","R4","NT","V",49.4
2020-11-26,"2020-21",20,"1","R5","NT","V",3.98
2020-11-26,"2020-21",20,"2","R4","NT","V",28.3
2020-11-26,"2020-21",20,"2","R5","NT","V",14.97
2020-11-26,"2020-21",20,"3","R4","NT","V",12.9
2020-11-26,"2020-21",20,"3","R5","NT","V",10.7
2020-11-26,"2020-21",20,"4","R4","NT","V",8
2020-11-26,"2020-21",20,"4","R5","NT","V",8.7
2020-12-10,"2020-21",22,"1","R4","P","B",20.36
2020-12-10,"2020-21",22,"1","R5","P","B",18.72
2020-12-10,"2020-21",22,"2","R4","P","B",20.4
2020-12-10,"2020-21",22,"2","R5","P","B",12.72
2020-12-10,"2020-21",22,"3","R4","P","B",11.02
2020-12-10,"2020-21",22,"3","R5","P","B",12.56
2020-12-10,"2020-21",22,"4","R4","P","B",19.08
2020-12-10,"2020-21",22,"4","R5","P","B",17.53
2020-12-10,"2020-21",22,"1","R4","P","Ref",15.4
2020-12-10,"2020-21",22,"1","R5","P","Ref",3.8
2020-12-10,"2020-21",22,"2","R4","P","Ref",1.78
2020-12-10,"2020-21",22,"2","R5","P","Ref",10.14
2020-12-10,"2020-21",22,"3","R5","P","Ref",12.04
2020-12-10,"2020-21",22,"4","R4","P","Ref",13.61
2020-12-10,"2020-21",22,"4","R5","P","Ref",11.91
2020-12-10,"2020-21",22,"1","R4","P","V",14.1
2020-12-10,"2020-21",22,"1","R5","P","V",13.27
2020-12-10,"2020-21",22,"2","R4","P","V",6.91
2020-12-10,"2020-21",22,"2","R5","P","V",18.95
2020-12-10,"2020-21",22,"3","R4","P","V",11.98
2020-12-10,"2020-21",22,"3","R5","P","V",10.2
2020-12-10,"2020-21",22,"4","R4","P","V",12.25
2020-12-10,"2020-21",22,"4","R5","P","V",12.5
2020-12-10,"2020-21",22,"1","R4","H","B",15.06
2020-12-10,"2020-21",22,"1","R5","H","B",25.8
2020-12-10,"2020-21",22,"2","R4","H","B",9.68
2020-12-10,"2020-21",22,"2","R5","H","B",15.2
2020-12-10,"2020-21",22,"3","R4","H","B",29.3
2020-12-10,"2020-21",22,"3","R5","H","B",18.27
2020-12-10,"2020-21",22,"4","R4","H","B",26
2020-12-10,"2020-21",22,"4","R5","H","B",27.4
2020-12-10,"2020-21",22,"1","R4","H","Ref",16.83
2020-12-10,"2020-21",22,"1","R5","H","Ref",10.64
2020-12-10,"2020-21",22,"2","R4","H","Ref",4.2
2020-12-10,"2020-21",22,"2","R5","H","Ref",20.2
2020-12-10,"2020-21",22,"3","R4","H","Ref",10
2020-12-10,"2020-21",22,"3","R5","H","Ref",6.43
2020-12-10,"2020-21",22,"4","R4","H","Ref",49.2
2020-12-10,"2020-21",22,"4","R5","H","Ref",16.59
2020-12-10,"2020-21",22,"1","R4","H","V",3.9
2020-12-10,"2020-21",22,"1","R5","H","V",14.39
2020-12-10,"2020-21",22,"2","R4","H","V",10.62
2020-12-10,"2020-21",22,"2","R5","H","V",20.04
2020-12-10,"2020-21",22,"3","R4","H","V",7.87
2020-12-10,"2020-21",22,"3","R5","H","V",11.87
